time,mRNA
0.0,9.993777213966656
1.0,20.793247157726636
2.0,9.671671818876275
3.0,6.8757123681497845
4.0,6.679225925987713
5.0,7.555017680704068
6.0,8.485007437955959
7.0,8.745017273119963
8.0,8.538973771787155
9.0,8.32885288694924
10.0,8.251698238058827
11.0,8.217182658722473
12.0,8.31574374609464
13.0,8.335081300493291
14.0,8.363986809893639
15.0,8.338546894547784
16.0,8.245190271438346
