time,nNFkB
141.0,47888.18244642202
142.0,50575.18509612696
143.0,49672.854084166705
144.0,52455.29793523733
145.0,52616.383772215144
146.0,54276.4971542886
147.0,54560.53187033404
148.0,55744.59589022805
149.0,55232.290317185245
150.0,57022.97004033577
151.0,59015.387236404815
152.0,58855.70462997838
153.0,61145.657685738646
154.0,60571.81475946038
155.0,62852.38586115303
156.0,63161.63064674652
157.0,62397.520998249
158.0,63437.319708166906
159.0,65470.91696645182
160.0,65448.36224977513
161.0,67567.49198717164
162.0,69188.1091293038
163.0,67593.47885904273
164.0,70375.58326914003
165.0,70549.60232441532
166.0,72751.64571950753
167.0,72732.22927682436
168.0,72567.64885982427
169.0,75114.33237591574
170.0,75997.00951464356
171.0,75885.26609094886
172.0,77204.23464544005
173.0,78947.11078744147
174.0,79801.45101886283
175.0,80996.79392792763
176.0,79915.42101741457
177.0,82371.36043914253
178.0,84500.33010069371
179.0,84379.57136467117
180.0,85968.80456459335
181.0,87408.91595696329
182.0,87233.34929323486
183.0,89494.85441778708
184.0,89518.49386262485
185.0,91648.81508448556
186.0,91024.80757401008
187.0,92277.5678413085
188.0,94121.08720636745
189.0,95310.32222549884
190.0,95754.5877134442
191.0,97525.62322861796
192.0,98330.80975393667
193.0,99672.12573323402
194.0,101408.39086660804
195.0,102254.10039924676
196.0,103891.32332601733
197.0,103210.31295793792
198.0,103879.43518745694
199.0,105668.58039418946
200.0,107656.57803470631
201.0,110007.46974851581
202.0,110982.68148628986
203.0,110729.31885467545
204.0,111625.80262244964
205.0,113328.80486588801
206.0,114826.43569940381
207.0,115704.9937721273
208.0,117053.34508057483
209.0,118156.54009906175
210.0,118773.28249360117
211.0,119957.48171936991
212.0,121012.12244667854
213.0,123995.26776112423
214.0,123199.03134127593
215.0,124168.1330475711
216.0,127441.33440386262
217.0,125416.44606871181
218.0,128384.55195203761
219.0,130305.4870383708
220.0,131353.40700283178
221.0,132159.36854469654
222.0,132521.9482640434
223.0,134804.79976610842
224.0,137165.1120147867
225.0,136561.31255898086
226.0,138762.28890781634
227.0,139495.34206467925
228.0,140831.00977527467
229.0,142820.7734631632
230.0,143847.8413045031
231.0,144871.8076309795
232.0,145305.83145581692
233.0,148083.5477409345
234.0,149057.72894019962
235.0,150509.39343741137
236.0,152101.57225058263
237.0,152869.02564821197
238.0,154564.1047916721
239.0,156367.7320084178
240.0,156450.4945170332
241.0,156842.3171583339
242.0,159439.40409409147
243.0,160281.8473481585
244.0,161380.07733475082
245.0,161032.91252225984
246.0,162928.34370409476
247.0,165648.34752286703
248.0,168082.58245662524
249.0,168295.89867866758
250.0,169304.250746695
251.0,170959.8080123413
252.0,172104.35954533404
253.0,174115.8285427474
254.0,173522.61671066494
255.0,175987.04472640928
256.0,176681.35537309575
257.0,179171.85091370574
258.0,180131.1655034251
259.0,181525.76555836163
260.0,182870.17554835882
261.0,184275.50974247808
262.0,184653.24191976312
263.0,187261.91527026147
264.0,188270.09865867463
265.0,190510.8972141128
266.0,193232.7294473401
267.0,193606.28889857413
268.0,192745.34831674502
269.0,194639.74588571372
270.0,197374.51485743606
271.0,197931.60921688846
272.0,199440.1730917924
273.0,200925.3928017212
274.0,202958.91388304124
275.0,203173.09277722362
276.0,205204.14275819878
277.0,204242.98142374808
278.0,207942.01146264432
279.0,209374.33975521784
280.0,210598.88286998714
281.0,213619.64328408727
282.0,213903.5114902282
283.0,215601.79832423865
284.0,216331.78036968329
285.0,217748.85600242123
286.0,218444.11794705252
287.0,221055.75992806928
288.0,222030.8054408083
289.0,222264.5928706712
290.0,225578.32685578617
291.0,227139.70147053892
292.0,228202.13015331843
293.0,229328.75748410792
294.0,230617.05295066952
295.0,232668.60380336712
296.0,232889.52464051868
297.0,235385.84279011932
298.0,235870.90910141196
299.0,238179.82062991112
300.0,238657.67281168234
