time,log10_V
1.0,5.125784720001084
2.0,7.3692162501246345
3.0,6.654925798852929
4.0,5.788062071839574
5.0,5.006390168662457
6.0,4.398789701453801
7.0,3.174286424833062
8.0,2.580322913614247
9.0,1.458216692422026
10.0,0.5241946416456289
